1	92	55
1	74	10
1	94	74
1	93	18
1	70	32
1	10	86
1	27	91
1	37	71
1	26	24
1	93	2
1	91	13
1	23	80
1	25	77
1	49	94
1	78	11
1	70	47
1	21	65
1	3	70
1	68	94
1	91	23
1	66	80
1	88	54
1	72	54
1	93	78
1	99	15
1	37	73
1	81	98
1	82	17
1	61	86
1	54	84
1	74	73
1	22	56
1	6	95
1	91	89
1	74	34
1	42	30
1	41	18
1	51	70
1	24	44
1	37	77
1	1	78
1	47	87
1	85	82
1	51	48
1	14	65
1	31	92
1	81	62
1	76	69
1	13	91
1	70	36
1	79	28
1	22	82
1	66	95
1	72	67
1	36	97
1	49	51
1	29	75
1	95	64
1	98	62
1	42	11
1	30	85
1	87	52
1	56	80
1	52	93
1	30	54
1	63	30
1	57	62
1	70	55
1	18	41
1	81	94
1	42	17
1	23	85
1	8	95
1	72	84
1	97	79
1	91	81
1	19	67
1	51	38
1	78	96
1	33	28
1	74	90
1	66	85
1	95	77
1	64	75
1	80	40
1	54	73
1	85	49
1	38	36
1	32	31
1	34	80
1	55	41
1	58	33
1	98	74
1	67	44
1	72	66
1	48	87
1	27	44
1	98	44
1	89	44
2	59	17
2	65	57
2	8	17
2	92	8
2	16	25
2	57	9
2	13	74
2	41	84
2	16	50
2	59	54
2	98	54
2	54	30
2	11	48
2	60	44
2	78	55
2	39	69
2	81	88
2	34	32
2	44	50
2	71	35
2	56	69
2	36	41
2	91	75
2	57	73
2	80	31
2	27	76
2	79	30
2	68	15
2	70	57
2	61	84
2	64	71
2	13	94
2	64	81
2	27	87
2	46	97
2	75	79
2	58	18
2	68	86
2	92	29
2	87	92
2	66	98
2	97	15
2	90	60
2	16	91
2	50	12
2	31	92
2	13	89
2	96	56
2	16	63
2	3	28
2	71	10
2	88	64
2	98	32
2	71	96
2	77	65
2	69	74
2	79	90
2	72	94
2	77	70
2	60	88
2	40	79
2	61	50
2	81	79
2	41	93
2	92	64
2	80	51
2	92	26
2	63	67
2	87	0
2	67	94
2	26	66
2	53	89
2	30	39
2	31	48
2	71	58
2	48	87
2	3	94
2	26	67
2	79	81
2	87	13
2	62	78
2	25	83
2	92	73
2	78	84
2	28	63
